course_id,course_title,course_title_english,course_description,subdomain_id,course_url
SZA0054,ADOBE AFTER EFFECTS,Adobe After Effects,"This course offers a deep dive into Adobe After, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Adobe practices.",72,
SZA0055,KECEMERLANGAN DIRI,Excellence,"Explore the nuances of Excellence with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",81,
SZA0056,"PENULISAN DOKUMEN RASMI KERAJAAN (SURAT RASMI, MEMO DAN E-MEL)","Government official document writing (official letter, memo and email)","This course offers a deep dive into Government official, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",49,
SZA0057,PENYEDIAAN SPESIFIKASI DAN SKEMA PEMARKAHAN SEBUT HARGA/ TENDER,Preparation of Specifications and Quotation Scoring Scheme/ Tender,"This course offers a deep dive into Preparation of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Preparation practices.",48,
SZA0058,PENGURUSAN ASET ALIH KERAJAAN,Government Asset Management,"This course offers a deep dive into Government Asset, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",41,
SZA0059,PENGATURCARAAN (ASAS),Programming (basic),"Explore the nuances of Programming (basic) with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",4,
SZA0060,PENGATURCARAAN (PERTENGAHAN),Programming (mid),"Explore the nuances of Programming (mid) with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",4,
SZA0061,PENGATURCARAAN (LANJUTAN),Programming (Advanced),"Explore the nuances of Programming (Advanced) with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",4,
TZA0001,PENGUKUHAN PASUKAN,The strengthening of the team,"This course offers a deep dive into The strengthening, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",64,
TZA0002,INNOVATION DO YOU WANT TO BE CREATIVE?,Innovation do you want to be creative?,"This course offers a deep dive into Innovation do, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Innovation practices.",13,
TZA0003,MASTERING INNOVATION THROUGH DESIGN THINKING,Mastering Innovation Thinking Design Thinking,"This course offers a deep dive into Mastering Innovation, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mastering practices.",13,
TZA0004,IMEJ DAN KETERAMPILAN,Images and skills,"This course offers a deep dive into Images and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Images practices.",35,
TZA0007,TATACARA PENGURUSAN STOR DALAM PENGURUSAN KEWANGAN NEGARA,Store Management Procedures in National Financial Management,"This course offers a deep dive into Store Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Store practices.",42,
TZA0008,PENGURUSAN ASET ALIH KERAJAAN,Government Asset Management,"This course offers a deep dive into Government Asset, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",41,https://www.dtims.intan.my/detail_course/RAX2iVAKgnqU2RIi
TZA0009,PENGURUSAN PEROLEHAN KERAJAAN,Government procurement management,"This course offers a deep dive into Government procurement, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",48,https://www.dtims.intan.my/detail_course/iGbRdvLP97tRSimQ
TZA0009,PENGURUSAN PEROLEHAN KERAJAAN,Government procurement management,"This course offers a deep dive into Government procurement, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",48,https://www.dtims.intan.my/detail_course/3iy7YPGk7FB01WUn
TZA0012,ASAS PERAKAUNAN AKRUAN,The basis of accrual accounting,"This course offers a deep dive into The basis, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",42,
TZA0013,SISTEM PENGURUSAN ASET,Asset Management System,"This course offers a deep dive into Asset Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Asset practices.",41,
TZA0014,SISTEM PENGURUSAN STOR,Store Management System,"This course offers a deep dive into Store Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Store practices.",41,
TZA0015,MYPORTFOLIO PANDUAN KERJA SEKTOR AWAM,MyportFolio Public Sector Work Guide,"This course offers a deep dive into MyportFolio Public, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MyportFolio practices.",59,https://www.dtims.intan.my/detail_course/oJxJRARMQ24FBNSe
TZA0016,"PROTOKOL, ETIKET SOSIAL DAN PENGURUSAN MAJLIS","Protocols, Social Ethics and Council Management","This course offers a deep dive into Protocols, Social, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Protocols, practices.",59,
TZA0017,HORIZON BAHARU KIK,New horizon kik,"This course offers a deep dive into New horizon, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of New practices.",56,https://www.dtims.intan.my/detail_course/LAmnRVrxggo9PRjx
TZA0017,HORIZON BAHARU KIK,New horizon kik,"This course offers a deep dive into New horizon, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of New practices.",56,https://www.dtims.intan.my/detail_course/2YtcN6LCI5fxzbxR
TZA0019,NEGARA BANGSA,Nation,"Explore the nuances of Nation with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",54,
TZA0021,AUDIT DALAM EKOSISTEM KONDUSIF SEKTOR AWAM (EKSA),Audit in the Public Sector conducive ecosystem (EKSA),"This course offers a deep dive into Audit in, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Audit practices.",59,
TZA0024,ADOBE INDESIGN CC (BASIC  ADVANCED),Adobe Indesign CC (Basic Advanced),"This course offers a deep dive into Adobe Indesign, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Adobe practices.",4,
TZA0027,DATABASE FUNDAMENTALS,Database Fundamentals,"Explore the nuances of Database Fundamentals with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",5,
TZA0028,INFOGRAPHICS USING POWERPOINT,Infographics Using PowerPoint,"This course offers a deep dive into Infographics Using, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Infographics practices.",2,
TZA0029,MICROSOFT OFFICE 2016 TIPS & TRICKS,Microsoft Office 2016 Tips & Tricks,"This course offers a deep dive into Microsoft Office, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Microsoft practices.",2,
TZA0030,PENGURUSAN BENCANA,Disaster management,"Explore the nuances of Disaster management with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",14,
TZA0031,PENGURUSAN MESYUARAT,Meeting management,"Explore the nuances of Meeting management with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",59,
TZA0033,BAHASA MANDARIN UNTUK INTERAKSI HARIAN,Mandarin language for daily interaction,"This course offers a deep dive into Mandarin language, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mandarin practices.",51,
TZA0036,PEMBINAAN IMEJ PROFESIONAL,The construction of a professional image,"This course offers a deep dive into The construction, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",35,
TZA0037,LANGUAGE AWARENESS FOR COMMUNICATIVE SUCCESS BASIC GRAMMAR,Language Awareness for Communicative Success Basic Grammar,"This course offers a deep dive into Language Awareness, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Language practices.",50,
TZA0038,PROGRAM TRANSFORMASI MINDA,Mind Transformation Program,"This course offers a deep dive into Mind Transformation, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mind practices.",35,
TZA0039,"EKOSISTEM KONDUSIF SEKTOR AWAM (EKSA) PRINSIP, PROSEDUR DAN AMALAN","Public Sector conducive ecosystem (EKSA) principles, procedures and practices","This course offers a deep dive into Public Sector, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Public practices.",59,
TZA0040,PERSEMBAHAN SLAID EFEKTIF DAN PERSEMBAHAN BERIMPAK TINGGI,Effective slide presentation and high impact presentation,"This course offers a deep dive into Effective slide, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Effective practices.",2,
TZA0041,KECERDASAN MINDA BAGI PETUGAS BARISAN HADAPAN,Mind Intelligence for Front Line Officers,"This course offers a deep dive into Mind Intelligence, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mind practices.",59,
TZA0043,PENGUKUHAN PASUKAN VIRTUAL,The strengthening of the virtual team,"This course offers a deep dive into The strengthening, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",35,
TZA0044,EMOTIONAL SPIRITUAL INTELLIGENT,Emotional Spiritual Intelligent,"This course offers a deep dive into Emotional Spiritual, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Emotional practices.",107,
TZA0045,BENGKEL PEMURNIAN SENARAI SEMAK INDEKS AKAUNTABILITI BERDASARKAN PENEMUAN AUDIT,Workshop Purification List of Accountability Index Based on Audit Findings,"This course offers a deep dive into Workshop Purification, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Workshop practices.",42,
TZA0046,EXCEL AND POWERPOINT PRODUCTIVITY HACKS FOR PRESENTER,Excel and PowerPoint Productivity Hacks for Presenter,"This course offers a deep dive into Excel and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Excel practices.",2,
TZA0047,ADOBE PREMIER,Adobe Premier,"Explore the nuances of Adobe Premier with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",2,
TZA0051,SENSE OF URGENCY,Sense of Urgency,"This course offers a deep dive into Sense of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Sense practices.",81,
TZA0052,PENGURUSAN KENDERAAN KERAJAAN,Government vehicle management,"This course offers a deep dive into Government vehicle, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",59,
TZA0053,PEMERKASAAN AUDITEE PENGURUSAN ASET ALIH,Empowerment of movable asset management auditee,"This course offers a deep dive into Empowerment of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Empowerment practices.",42,
TZA0054,KELUARGA RAHMAH,Rahmah's family,"Explore the nuances of Rahmah's family with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",81,
TZA0055,KREATIVITI DI TEMPAT KERJA,Creativity at work,"This course offers a deep dive into Creativity at, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Creativity practices.",56,
TZA0056,PROFESIONALISME DIRI UNGGUL,Professionalism Solid Self,"This course offers a deep dive into Professionalism Solid, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Professionalism practices.",81,
TZA0057,BENGKEL KOMUNIKASI BERKESAN DAN PERSEMBAHAN BERIMPAK TINGGI,Effective Communication Workshop and High Implementation Performance,"This course offers a deep dive into Effective Communication, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Effective practices.",81,
TZA0058,PENERAPAN EMPATI PENJAWAT AWAM,The application of civil servants empathy,"This course offers a deep dive into The application, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",56,https://www.dtims.intan.my/detail_course/W4TJKyCkfQL2NpTM
TZA0059,BENGKEL PENGURUSAN BUKU PERKHIDMATAN KERAJAAN,Government Service Book Management Workshop,"This course offers a deep dive into Government Service, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",59,
TZA0060,PENGURUSAN PERKHIDMATAN PELANGGAN,Customer Service Management,"This course offers a deep dive into Customer Service, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Customer practices.",81,
TZA0061,ETIKET PROFESIONAL PERKHIDMATAN AWAM,Professional ethics of public service,"This course offers a deep dive into Professional ethics, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Professional practices.",114,
TZA0062,GAMIFIKASI DALAM PENYELIAAN PERSONEL,Gamification in Personnel Supervision,"This course offers a deep dive into Gamification in, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Gamification practices.",35,
UZA0001,PENGUKUHAN PASUKAN,The strengthening of the team,"This course offers a deep dive into The strengthening, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",59,https://www.dtims.intan.my/detail_course/bmC59BuNjRRTemhy
UZA0002,PENGURUSAN PELANGGAN,Customer management,"Explore the nuances of Customer management with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",59,
UZA0003,PENGURUSAN MESYUARAT,Meeting management,"Explore the nuances of Meeting management with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",59,
UZA0004,PENGURUSAN ASET ALIH KERAJAAN,Government Asset Management,"This course offers a deep dive into Government Asset, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",41,
UZA0005,PENGURUSAN PEROLEHAN KERAJAAN,Government procurement management,"This course offers a deep dive into Government procurement, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",48,
UZA0006,TATACARA PENGURUSAN STOR DALAM PENGURUSAN KEWANGAN NEGARA,Store Management Procedures in National Financial Management,"This course offers a deep dive into Store Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Store practices.",41,
UZA0007,HUMAN RESOURCE CHAMPIONS PENGURUSAN TATATERTIB,Human Resource Champions Disciplinary Management,"This course offers a deep dive into Human Resource, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Human practices.",59,
UZA0008,BENGKEL BUKU PERKHIDMATAN KERAJAAN,Government Service Book Workshop,"This course offers a deep dive into Government Service, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",59,
UZA0010,"PROTOKOL, ETIKET SOSIAL DAN PENGURUSAN MAJLIS","Protocols, Social Ethics and Council Management","This course offers a deep dive into Protocols, Social, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Protocols, practices.",113,
UZA0011,PEMAHAMAN DAN PELAKSANAAN MS ISO 90012015,MS ISO 90012015 Understanding and Implementation,"This course offers a deep dive into MS ISO, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MS practices.",13,
UZA0012,PEMIKIRAN KREATIF,Creative thinking,"Explore the nuances of Creative thinking with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",148,
UZA0013,GAMIFIKASI KREATIVITI DI TEMPAT KERJA,Gamification of creativity at work,"This course offers a deep dive into Gamification of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Gamification practices.",149,https://www.dtims.intan.my/detail_course/Sg27NlbLUyYT8TCw
UZA0015,HORIZON BAHARU KUMPULAN INOVATIF DAN KREATIF (KIK),HORIZON BAHARU KUMPULAN INOVATIF DAN KREATIF (KIK),"This course offers a deep dive into HORIZON BAHARU, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of HORIZON practices.",56,
UZA0016,PEMBANGUNAN PANEL PENILAI HORIZON BAHARU (KIK),Development of New Horizon Rating Panel (KIK),"This course offers a deep dive into Development of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Development practices.",56,
UZA0017,MYPORTFOLIO PANDUAN KERJA SEKTOR AWAM,MyportFolio Public Sector Work Guide,"This course offers a deep dive into MyportFolio Public, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MyportFolio practices.",59,
UZA0018,DESIGN THINKING MASTERCLASS,Design Thinking MasterClass,"This course offers a deep dive into Design Thinking, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Design practices.",56,
UZA0019,PROFESIONALISME DIRI UNGGUL,Professionalism Solid Self,"This course offers a deep dive into Professionalism Solid, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Professionalism practices.",35,
UZA0020,ETIKA KERJA GAMIFIKASI,Gamification work ethics,"This course offers a deep dive into Gamification work, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Gamification practices.",81,
UZA0022,PENYELIAAN BERKESAN (ASAS),Effective Supervision (Basic),"This course offers a deep dive into Effective Supervision, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Effective practices.",14,
UZA0023,IMEJ DAN KETRAMPILAN,Image and skill,"This course offers a deep dive into Image and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Image practices.",35,
UZA0024,LANGUAGE AWARENESS FOR COMMUNICATIVE SUCCESS BASIC GRAMMAR,Language Awareness for Communicative Success Basic Grammar,"This course offers a deep dive into Language Awareness, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Language practices.",50,
UZA0025,MINDA SEJAHTERA,The Mind of the Peace,"This course offers a deep dive into The Mind, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",107,
UZA0027,ASAS SISTEM PENGURUSAN ANTI-RASUAH (ANTI-BRIBERY MANAGEMENT SYSTEM) ISO 37001 2016,The Basis of the Anti-Bribery Management System 37001 2016 2016,"This course offers a deep dive into The Basis, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",13,
UZA0028,PENGURUSAN GANGGUAN SEKSUAL DI TEMPAT KERJA,Management of sexual harassment at work,"This course offers a deep dive into Management of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Management practices.",59,https://www.dtims.intan.my/detail_course/OnDLse0yZYogQUbX
UZA0028,PENGURUSAN GANGGUAN SEKSUAL DI TEMPAT KERJA,Management of sexual harassment at work,"This course offers a deep dive into Management of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Management practices.",59,https://www.dtims.intan.my/detail_course/X9mk7m62gYIZmrQx
UZA0029,PENGUCAPAN AWAM,Public speaking,"Explore the nuances of Public speaking with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",35,
UZA0030,BENGKEL FUTURES THINKING AND SCENARIO PLANNING (FTSP),Workshop Futures Thinking and Scenario Planning (FTSP),"This course offers a deep dive into Workshop Futures, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Workshop practices.",148,
UZA0032,MANAGEMENT TOOLS,Management Tools,"Explore the nuances of Management Tools with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",13,
UZA0033,CHANGE MANAGEMENT,CHANGE MANAGEMENT,"Explore the nuances of CHANGE MANAGEMENT with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",13,
UZA0034,NEGARA BANGSA,Nation,"Explore the nuances of Nation with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",35,
UZA0035,ASAS PERAKAUNAN AKRUAN,The basis of accrual accounting,"This course offers a deep dive into The basis, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",42,
UZA0036,MICROSOFT OFFICE 2019 TIPS AND TRICKS,Microsoft Office 2019 Tips and Tricks,"This course offers a deep dive into Microsoft Office, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Microsoft practices.",72,
UZA0037,PLAYWORKS - EXCEL FUN FORMULAS,Playworks - Excel Fun Formulas,"This course offers a deep dive into Playworks -, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Playworks practices.",2,
UZA0038,INFOGRAPHICS USING POWERPOINT,Infographics Using PowerPoint,"This course offers a deep dive into Infographics Using, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Infographics practices.",72,
UZA0039,SECURITY FUNDAMENTALS,Security Fundamentals,"Explore the nuances of Security Fundamentals with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",7,
UZA0040,DATA SCIENCE SERIES ANALYSING AND IMAGINING DATA USING EXCEL,Data Science Series Analysing and Imagining Data Using Excel,"This course offers a deep dive into Data Science, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Data practices.",2,
UZA0041,PENGURUSAN SISTEM REKOD YANG EFEKTIF,Effective record system management,"This course offers a deep dive into Effective record, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Effective practices.",59,https://www.dtims.intan.my/detail_course/FmqmTx5fKq0j0ic0
UZA0041,PENGURUSAN SISTEM REKOD YANG EFEKTIF,Effective record system management,"This course offers a deep dive into Effective record, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Effective practices.",59,https://www.dtims.intan.my/detail_course/ErkfrjZBeTsJeYd8
UZA0044,"EKOSISTEM KONDUSIF SEKTOR AWAM (EKSA) PRINSIP, PROSEDUR DAN AMALAN","Public Sector conducive ecosystem (EKSA) principles, procedures and practices","This course offers a deep dive into Public Sector, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Public practices.",148,
UZA0045,"PENULISAN DOKUMEN RASMI KERAJAAN (MINIT MESYUARAT, KERTAS KERJA, LAPORAN)","Government Official Document Writing (Minutes of Meeting, Paper, Report)","This course offers a deep dive into Government Official, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",59,
UZA0048,ENHANCING DELIVERY SERVICE ENGLISH FOR CUSTOMER SERVICE,Enhancing Delivery Service English for Customer Service,"This course offers a deep dive into Enhancing Delivery, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Enhancing practices.",50,
UZA0050,KENALI PERSONALITI PERKHIDMATAN BERKUALITI (DRY-RUN),Get to know the quality service personality (Dry-Run),"This course offers a deep dive into Get to, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Get practices.",107,
UZA0051,BENGKEL AUDIT DALAMAN MS ISO 90012015,MS ISO 90012015 Internal Audit Workshop,"This course offers a deep dive into MS ISO, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MS practices.",106,
UZA0052,SISTEM PENGURUSAN ASET ALIH KERAJAAN (SPAA 3.1) SPS,Government Asset Management System (SPAA 3.1) SPS,"This course offers a deep dive into Government Asset, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",41,https://www.dtims.intan.my/detail_course/Wv5qexBxwmTBUmWm
UZA0053,SISTEM PENGURUSAN ASET ALIH KERAJAAN (SPAA 3.1) SPA,Government Asset Management System (SPAA 3.1) SPA,"This course offers a deep dive into Government Asset, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",41,
UZA0054,BENGKEL SMARTPHONE VIDEOGRAFI,Smartphone Videography Workshop,"This course offers a deep dive into Smartphone Videography, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Smartphone practices.",143,
UZA0056,ANALYZING AND VISUALIZING DATA USING EXCEL,Analyzing and Visualizing Data Using Excel,"This course offers a deep dive into Analyzing and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Analyzing practices.",72,
UZA0058,POWER EDITING SHOTS WITH POWERPOINT,Power Editing Shots With PowerPoint,"This course offers a deep dive into Power Editing, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Power practices.",72,
UZA0059,INFOGRAPHIC USING POWERPOINT,Infographic Using PowerPoint,"This course offers a deep dive into Infographic Using, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Infographic practices.",72,
UZA0060,DESIGN LIKE PRO WITH CANVA,Design Like Pro with Canva,"This course offers a deep dive into Design Like, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Design practices.",72,
UZA0061,KENALI PERSONALITI PERKHIDMATAN BERKUALITI,Get to know the quality service personality,"This course offers a deep dive into Get to, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Get practices.",81,
UZA0062,PENGURUSAN KESELAMATAN MAKLUMAT ISMS ISO 27001 2022 KEPERLUAN BAHARU,ISMS INFORMATION MANAGEMENT ISO 27001 2022 NEW NEEDS,"This course offers a deep dive into ISMS INFORMATION, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of ISMS practices.",119,
UZA0063,"PENULISAN DOKUMEN RASMI KERAJAAN (SURAT RASMI, MEMO, EMEL)","Government official document writing (official letter, memo, email)","This course offers a deep dive into Government official, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Government practices.",49,
UZA0064,SANTUN MENGACARA MAJLIS,Santun held a ceremony,"This course offers a deep dive into Santun held, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Santun practices.",35,
UZA0066,MEMPERKASA PENGURUSAN PEROLEHAN KERAJAAN BERASASKAN BEST VALUE FOR MONEY,Empowering Government Procurement Management Based on Best Value For Money,"This course offers a deep dive into Empowering Government, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Empowering practices.",48,
UZA0067,"JOM KENALI ITEM, ELAK PECAH KECIL","Let's get to know the item, avoid a small breakdown","This course offers a deep dive into Let's get, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Let's practices.",48,https://www.dtims.intan.my/detail_course/I04gldV2c7dgY4iR
UZA0068,BENGKEL PEMBANGUNAN KOMPETENSI JAWATANKUASA PENYEDIAAN SPESIFIKASI,Competency Development Workshop Preparation Committee,"This course offers a deep dive into Competency Development, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Competency practices.",48,
UZA0069,TIPS & TRICKS PELUPUSAN ASET ALIH & STOK KERAJAAN,Tips & Tricks Disposal of Government Assets & Stocks,"This course offers a deep dive into Tips &, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Tips practices.",41,
WZA0001,PEMANDU CEMERLANG,Outstanding,"Explore the nuances of Outstanding with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",35,
WZA0002,PENGUCAPAN AWAM,Public speaking,"Explore the nuances of Public speaking with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",115,
WZA0006,PENGURUSAN MASA,Time management,"Explore the nuances of Time management with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",13,
WZA0007,PENGUKUHAN PASUKAN,The strengthening of the team,"This course offers a deep dive into The strengthening, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",64,
WZA0008,"EKOSISTEM KONDUSIF SEKTOR AWAM PRINSIP, PROSEDUR DAN AMALAN","Public sector conducive ecosystem principles, procedures and practices","This course offers a deep dive into Public sector, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Public practices.",13,
WZA0009,KREATIVITI DI TEMPAT KERJA,Creativity at work,"This course offers a deep dive into Creativity at, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Creativity practices.",59,
WZA0010,INNOVATION DO YOU WANT TO BE CREATIVE?,Innovation do you want to be creative?,"This course offers a deep dive into Innovation do, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Innovation practices.",13,
WZA0011,PENGURUSAN KENDERAAN,Vehicle management,"Explore the nuances of Vehicle management with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",59,https://www.dtims.intan.my/detail_course/OIgoL4vLcxZukqHE
