course_id,title,job_role,skills_required,sub_skills_required,description,subdomain_id,subdomain_name
ISA0017,Organizational communication,,,,"Explore the nuances of Organizational communication with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",116,
KCB0025,BDA Mid -Level Certification - Certified Python Programmer for Data Science,,,,"This course offers a deep dive into BDA Mid, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of BDA practices.",117,
KCB0024,BDA Basic Level Certification - Certified Data Science Specialist,,,,"This course offers a deep dive into BDA Basic, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of BDA practices.",117,
KCA0108,Power Bi Essentials,,,,"This course offers a deep dive into Power Bi, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Power practices.",117,
KCA0122,Business Data Analytics with Excel,,,,"This course offers a deep dive into Business Data, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Business practices.",117,
KCA0123,Big Data Analytics (Intermediate),,,,"This course offers a deep dive into Big Data, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Big practices.",117,
KCA0125,Train of Trainer Big Data Analytics Using Speedminer (Intermediate),,,,"This course offers a deep dive into Train of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Train practices.",117,
KCA0130,Microsoft Power Bi Data Analysis Professional,,,,"This course offers a deep dive into Microsoft Power, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Microsoft practices.",117,
KCA0135,Introduction to artificial intelligence (AI),,,,"This course offers a deep dive into Introduction to, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",117,
KCB0026,ISMS INFORMATION MANAGEMENT MANAGEMENT ISO 27001 2022,,,,"This course offers a deep dive into ISMS INFORMATION, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of ISMS practices.",119,
UZA0062,ISMS INFORMATION MANAGEMENT ISO 27001 2022 NEW NEEDS,,,,"This course offers a deep dive into ISMS INFORMATION, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of ISMS practices.",119,
BZA0069,The basis of cyber security,,,,"This course offers a deep dive into The basis, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",119,
KCA0121,Information Security Monitoring (Siem),,,,"This course offers a deep dive into Information Security, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Information practices.",119,
CCA0046,Videography and photography edits using a smartphone,,,,"This course offers a deep dive into Videography and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Videography practices.",120,
EEA0035,Management and handling of crisis on social media,,,,"This course offers a deep dive into Management and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Management practices.",120,
DDA0052,Advance Excel,,,,"Explore the nuances of Advance Excel with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",120,
BZA0056,Internet of Things (Basic Level),,,,"This course offers a deep dive into Internet of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Internet practices.",120,
BZA0073,Graphic design and photo editing (canva),,,,"This course offers a deep dive into Graphic design, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Graphic practices.",120,
DDA0068,Introduction of videography techniques and video edits using the Capcut app,,,,"This course offers a deep dive into Introduction of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",120,
EEA0085,Development Services Through Tiktok Application,,,,"This course offers a deep dive into Development Services, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Development practices.",120,
CCA0044,Introduction to Industrial Revolution IR4.0 Agriculture Sector,,,,"This course offers a deep dive into Introduction to, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",122,
CCA0047,Mobile Journalism (Mojo) (Flexible and Professional),,,,"This course offers a deep dive into Mobile Journalism, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mobile practices.",125,
CCA0073,The Power of Microsoft Excel (Advance),,,,"This course offers a deep dive into The Power, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",125,
KFA0035,Introduction to a sustainable economy (executor),,,,"This course offers a deep dive into Introduction to, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",126,
KFA0049,Introduction to sustainable economic governance,,,,"This course offers a deep dive into Introduction to, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",126,
KFA0036,Sustainable Development Goals (SDG) Inclusive Focus Series,,,,"This course offers a deep dive into Sustainable Development, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Sustainable practices.",128,
KFA0037,Sustainable Development (SDG) Goal of Welfare Focus Series,,,,"This course offers a deep dive into Sustainable Development, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Sustainable practices.",128,
KPB0010,Best governance,,,,"Explore the nuances of Best governance with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",130,
KEA0024,Tot Malaysia Training Module Madani Public Service,,,,"This course offers a deep dive into Tot Malaysia, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Tot practices.",130,
KAA0007,Introduction to MPSAS,,,,"This course offers a deep dive into Introduction to, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",134,
DDA0033,MPSAS Asset Accounting,,,,"This course offers a deep dive into MPSAS Asset, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MPSAS practices.",134,
KXA0016,The basis of safety and defense for civil servants,,,,"This course offers a deep dive into The basis, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",135,
KXA0017,Extension of security and defense for civil servants,,,,"This course offers a deep dive into Extension of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Extension practices.",135,
KCA0067,Video Editing,,,,"Explore the nuances of Video Editing with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",143,
BZA0045,Basic Drone Handling Workshop & Creative Video Image Edits,,,,"This course offers a deep dive into Basic Drone, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Basic practices.",143,
SZA0044,Video streaming,,,,"Explore the nuances of Video streaming with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",143,
UZA0054,Smartphone Videography Workshop,,,,"This course offers a deep dive into Smartphone Videography, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Smartphone practices.",143,
CCA0024,Video recording and editing,,,,"This course offers a deep dive into Video recording, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Video practices.",143,
BZA0050,Video editing - Wondershare Filmora,,,,"This course offers a deep dive into Video editing, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Video practices.",143,
BZA0052,Smartphone Videography & Editing,,,,"This course offers a deep dive into Smartphone Videography, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Smartphone practices.",143,
KXE1002,DPA International Relations and Security Module,,,,"This course offers a deep dive into DPA International, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of DPA practices.",147,
BZA0005,Mastering Innovation Thinking Design Thinking,,,,"This course offers a deep dive into Mastering Innovation, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Mastering practices.",148,
KNA0005,Design Thinking MasterClass,,,,"This course offers a deep dive into Design Thinking, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Design practices.",148,
UZA0030,Workshop Futures Thinking and Scenario Planning (FTSP),,,,"This course offers a deep dive into Workshop Futures, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Workshop practices.",148,
UZA0012,Creative thinking,,,,"Explore the nuances of Creative thinking with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",148,
KNE1001,DPA Module Creativity and Innovation in Organization,,,,"This course offers a deep dive into DPA Module, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of DPA practices.",148,
KAA0005,Design Thinking for Creative Problem Solving,,,,"This course offers a deep dive into Design Thinking, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Design practices.",148,
UZA0044,"Public Sector conducive ecosystem (EKSA) principles, procedures and practices",,,,"This course offers a deep dive into Public Sector, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Public practices.",148,
UZA0013,Gamification of creativity at work,,,,"This course offers a deep dive into Gamification of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Gamification practices.",149,
SZA0003,Creative thinking,,,,"Explore the nuances of Creative thinking with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",149,
KNA0002,Creative thinking,,,,"Explore the nuances of Creative thinking with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",149,
KAA0009,Audit Workshop in the Public Sector Conductive Ecosystem (EKSA),,,,"This course offers a deep dive into Audit Workshop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Audit practices.",149,
KAA0008,Effective reading,,,,"Explore the nuances of Effective reading with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",151,
KAA0013,Bibliotherapy Workshop Books and Reading Malaysian Psychiatric Therapy,,,,"This course offers a deep dive into Bibliotherapy Workshop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Bibliotherapy practices.",151,
KAA0016,Family Library Workshop,,,,"This course offers a deep dive into Family Library, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Family practices.",151,
HAA0001,Digital marketing strategies through Copywriting and Storytelling (Upskilling PP),,,,"This course offers a deep dive into Digital marketing, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Digital practices.",152,
HAA0003,Upskilling Facebook Ads (Upskilling/PP),,,,"This course offers a deep dive into Upskilling Facebook, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Upskilling practices.",152,
HAF1001,Technical Teaching Digital Teaching (Basic) (Upskilling/PP),,,,"This course offers a deep dive into Technical Teaching, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Technical practices.",152,
HAA0015,UPSKILLING Facebook Ads (Advance) for Agricultural Entrepreneurs (Upskilling /GS),,,,"This course offers a deep dive into UPSKILLING Facebook, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of UPSKILLING practices.",152,
HAA0014,Increased supply supply supply of agricultural products,,,,"This course offers a deep dive into Increased supply, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Increased practices.",152,
CAA0005,MYGAP Compliance Strengthening (Upskilling-GS),,,,"This course offers a deep dive into MYGAP Compliance, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MYGAP practices.",153,
CAA0012,Local river fish seeding technology (upskilling-GS),,,,"This course offers a deep dive into Local river, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Local practices.",153,
CAA0020,Hygenic Moina's Hygenic Food Production Technology (Upskilling-GS),,,,"This course offers a deep dive into Hygenic Moina's, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Hygenic practices.",153,
CAA0027,Transfer of cage fish livestock technology in the pool (upskilling-GS),,,,"This course offers a deep dive into Transfer of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Transfer practices.",153,
CAA0003,Transfer of Beta Fish Livestock Technology Bills.1/2023 (upskilling-gs),,,,"This course offers a deep dive into Transfer of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Transfer practices.",153,
CAA0024,Effective Shrimp Technology (Upskilling-GS),,,,"This course offers a deep dive into Effective Shrimp, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Effective practices.",153,
CAA0025,Transfer of Patin Fish Seeding Technology (Upskilling-GS),,,,"This course offers a deep dive into Transfer of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Transfer practices.",153,
CAA0002,Transfer of Culture Technology and Coral Propagation (Upskilling-GS),,,,"This course offers a deep dive into Transfer of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Transfer practices.",153,
CAA0031,Technical Marine Fish Seeding Skills (Upskilling-GS),,,,"This course offers a deep dive into Technical Marine, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Technical practices.",153,
CAA0032,Transfer of Marine Food Preparation Technology (Upskilling-GS),,,,"This course offers a deep dive into Transfer of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Transfer practices.",153,
CAA0033,Marine fish nursing uses the RASSS system (upskilling-GS),,,,"This course offers a deep dive into Marine fish, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Marine practices.",153,
CAA0028,Transfer of Aquatic Plant Technology and Vivarium (Upskilling-GS),,,,"This course offers a deep dive into Transfer of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Transfer practices.",153,
CAA0026,Technology Preparing Farm Fish Food Food (Upskilling-GS),,,,"This course offers a deep dive into Technology Preparing, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Technology practices.",153,
CAA0013,Shrimp seeding (upskilling-GS),,,,"This course offers a deep dive into Shrimp seeding, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Shrimp practices.",153,
CAA0034,Transfer of Patin Fish Breeding Technology (Upskilling-GS),,,,"This course offers a deep dive into Transfer of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Transfer practices.",153,
MMA0007,Freshwater Fish Seeding Series 1 - (Talent Pool),,,,"This course offers a deep dive into Freshwater Fish, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Freshwater practices.",153,
MMA0008,Talent Pool Freshwater Freshwater Fish Seedings - (Talent Pool),,,,"This course offers a deep dive into Talent Pool, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Talent practices.",153,
MMA0006,Freshwater Fish Seeding Series 2 - (Talent Pool),,,,"This course offers a deep dive into Freshwater Fish, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Freshwater practices.",153,
KAA0019,Aquaculture Engineering - Technology Design of Freshwater and Marine Aquaculture System (UPSKILLING PP),,,,"This course offers a deep dive into Aquaculture Engineering, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Aquaculture practices.",153,
CAA0064,Transfer of Kelah Fish Breeding Technology (Upskilling-GS),,,,"This course offers a deep dive into Transfer of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Transfer practices.",153,
CAA0063,Transfer of Higenik Freshwater Food Livestock Technology for HatCeri and Aquarium 2024 (Upskilling-GS) industry,,,,"This course offers a deep dive into Transfer of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Transfer practices.",153,
CAA0037,Basic Training (BT) Series 1/2023 (Upskilling-PP),,,,"This course offers a deep dive into Basic Training, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Basic practices.",154,
CAA0001,Basic Training Refresher (BTR) Marine Assistant (Upskilling-PP),,,,"This course offers a deep dive into Basic Training, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Basic practices.",154,
CAB0001,Transparent fish preservation (upskilling-pp),,,,"This course offers a deep dive into Transparent fish, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Transparent practices.",155,
CAA0044,Snites Mercury Awareness and Safety in Seafood (Upskilling-PP),,,,"This course offers a deep dive into Snites Mercury, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Snites practices.",155,
CAA0045,Parasitological analysis (detection of anisacist nematode worms) (Upskilling-PP),,,,"This course offers a deep dive into Parasitological analysis, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Parasitological practices.",155,
CAA0046,Water quality monitoring using ecotoxicology aquatic (upskilling-PP),,,,"This course offers a deep dive into Water quality, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Water practices.",155,
IIA0034,Retort technology,,,,"Explore the nuances of Retort technology with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",156,
EEA0081,Coffee -drilling techniques,,,,"This course offers a deep dive into Coffee -drilling, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Coffee practices.",156,
DFA0003,Animal Quarantine Procedure (Upskilling - PP),,,,"This course offers a deep dive into Animal Quarantine, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Animal practices.",157,
MMA0002,Commercial Chicken Breeding Series 1 - (Talent Pool),,,,"This course offers a deep dive into Commercial Chicken, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Commercial practices.",157,
EAA0017,Management of Chicken Poultry (Upskilling-GS),,,,"This course offers a deep dive into Management of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Management practices.",157,
EAA0021,Extension of Livestock Rabbit (Upskilling-GS),,,,"This course offers a deep dive into Extension of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Extension practices.",157,
EAA0026,Advanced Chicken Chicken (Upskilling-GS),,,,"This course offers a deep dive into Advanced Chicken, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Advanced practices.",157,
EAA0022,Basics of Pedaging Cow Management (Upskilling-PP),,,,"This course offers a deep dive into Basics of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Basics practices.",157,
KAA0010,HACCP Implementation (UPSKILLING PP),,,,"This course offers a deep dive into HACCP Implementation, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of HACCP practices.",158,
DDA0029,Safety and quality of food based on crop products,,,,"This course offers a deep dive into Safety and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Safety practices.",158,
KAA0020,Food handling towards certification (UPSKILLING PP),,,,"This course offers a deep dive into Food handling, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Food practices.",158,
HAA0012,Increased supply of high quality agricultural produce/product produce through postal handling (upskilling/pp),,,,"This course offers a deep dive into Increased supply, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Increased practices.",158,
HAA0013,Increased supply supply supply of agricultural products,,,,"This course offers a deep dive into Increased supply, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Increased practices.",158,
EEA0063,MyGap mentor scope of non -food crop (mygap.tbm),,,,"This course offers a deep dive into MyGap mentor, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MyGap practices.",158,
EEA0072,MyGAP Audit Officer Scope of Non -Food Crop (MyGap.TBM),,,,"This course offers a deep dive into MyGAP Audit, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MyGAP practices.",158,
EEA0075,Myorganic mentor of food crop sub -sector,,,,"This course offers a deep dive into Myorganic mentor, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Myorganic practices.",158,
EAA0001,Disease Control in Fertilization Plants (Upskilling GS),,,,"This course offers a deep dive into Disease Control, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Disease practices.",159,
DFA0002,Handling of harmful animals and viruses (upskilling - PP),,,,"This course offers a deep dive into Handling of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Handling practices.",159,
EAC1001,Sample Taking Training (Upskilling-PP),,,,"This course offers a deep dive into Sample Taking, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Sample practices.",159,
DFA0004,Taking of Animal Sample Living Karkas Surgery (Upskilling - PP),,,,"This course offers a deep dive into Taking of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Taking practices.",159,
EEA0059,Management of sexual harassment at work,,,,"This course offers a deep dive into Management of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Management practices.",160,
EEA0043,Influential articles and news writing for departments,,,,"This course offers a deep dive into Influential articles, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Influential practices.",161,
CCA0061,Writing Report & Articles,,,,"This course offers a deep dive into Writing Report, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Writing practices.",161,
EAC1006,Coordination of Veterinary Development Services for National Index Achievement in Series 1 (Upskilling-PP) field,,,,"This course offers a deep dive into Coordination of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Coordination practices.",162,
EAB0009,Technical parameters of livestock production (upskilling-PP),,,,"This course offers a deep dive into Technical parameters, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Technical practices.",162,
EAB0010,TOT AMK (Gross Margin Analysis)-(Upskilling-PP),,,,"This course offers a deep dive into TOT AMK, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of TOT practices.",162,
EAC1002,Troubleshooting and increased expansion services (upskilling-PP),,,,"This course offers a deep dive into Troubleshooting and, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Troubleshooting practices.",162,
EAC1007,Coordination of Veterinary Development Services for National Index Achievement in Series 2 (Upskilling-PP) field,,,,"This course offers a deep dive into Coordination of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Coordination practices.",162,
EAA0002,Dairy Livestock Management Series 1 (Upskilling-PP),,,,"This course offers a deep dive into Dairy Livestock, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Dairy practices.",163,
EAB0012,Livestock Waste Management Training (Upskilling-PP),,,,"This course offers a deep dive into Livestock Waste, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Livestock practices.",163,
MMA0003,2- Talent Pool Commercial Chicken Chicken 2- (Talent Pool),,,,"This course offers a deep dive into 2- Talent, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of 2- practices.",163,
MMA0019,Commercial Chicken Series 3 - (Talent Pool),,,,"This course offers a deep dive into Commercial Chicken, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Commercial practices.",163,
MMA0020,COMMERCIAL COMMERCIAL FUNCTIONS Series 4 - (Talent Pool),,,,"This course offers a deep dive into COMMERCIAL COMMERCIAL, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of COMMERCIAL practices.",163,
EAC1004,GVHP (Good Veterinary Hygienic Practises) and VHM (Veterinary Health Mark) Series 1 (Upskilling-PP),,,,"This course offers a deep dive into GVHP (Good, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of GVHP practices.",164,
EAA0020,"Integrated Program Strengthening Best Plantation Practice (GAHP) with Veterinary Auditor -General and Plantation Premises & Registration Premises, SBW & LAT BLOCKCHAIN ​​SYSTEM MYWALET Bills.1/24 (open)",,,,"This course offers a deep dive into Integrated Program, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Integrated practices.",164,
EAA0024,Seminar on the Quality of Plantation Premises & Processing Swallow Processing Bg BG China & Lat Sist Blockchain MyWalet & Integrated Program with AVD & Farmers (Open),,,,"This course offers a deep dive into Seminar on, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Seminar practices.",164,
EAB0002,Series 1 meat check (upskilling-PP),,,,"This course offers a deep dive into Series 1, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Series practices.",167,
EAB0003,Series 1 (upskilling-PP) slaughter technology,,,,"This course offers a deep dive into Series 1, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Series practices.",167,
EAA0013,Series 2 (Upskilling-PP) meat examination,,,,"This course offers a deep dive into Series 2, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Series practices.",167,
EAA0014,Series 3 meat examination (Upskilling-PP),,,,"This course offers a deep dive into Series 3, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Series practices.",167,
EAA0015,Series 4 meat examination (Upskilling-PP),,,,"This course offers a deep dive into Series 4, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Series practices.",167,
CAA0023,Maintenance of the Engine Engine (Series 1) (Upskilling-GS),,,,"This course offers a deep dive into Maintenance of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Maintenance practices.",169,
CAA0022,The manufacture of artificial unjam (upskilling-GS),,,,"This course offers a deep dive into The manufacture, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",169,
CAA0017,Beach Fisheries and Safety Technology (Upskilling-GS),,,,"This course offers a deep dive into Beach Fisheries, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Beach practices.",169,
CAA0029,Cruise Technology and Navigation Equipment Series 1 (Upskilling-GS),,,,"This course offers a deep dive into Cruise Technology, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Cruise practices.",169,
CAA0038,"Traditional fishing equipment (trap, drift & hook) (upskilling-GS)",,,,"This course offers a deep dive into Traditional fishing, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Traditional practices.",169,
CAA0019,Transfer of Otoshimi-Based Fisheries Product Processing Technology (Series 1) (Upskilling-GS),,,,"This course offers a deep dive into Transfer of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Transfer practices.",170,
CAA0021,Transfer of Surimi-Based Fisheries Product Processing Technology (Series 1) (Upskilling-GS),,,,"This course offers a deep dive into Transfer of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Transfer practices.",170,
CAA0054,Fisheries Product Processing Technology (Surimi) Upskilling-GS),,,,"This course offers a deep dive into Fisheries Product, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Fisheries practices.",170,
CAA0053,Transfer of Fisheries Product Processing Technology (Otoshimi) (Upskilling-GS),,,,"This course offers a deep dive into Transfer of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Transfer practices.",170,
DMA0001,Fish Disease Management and Biosecurity Control for Fish Premises (UPSKILLING PP),,,,"This course offers a deep dive into Fish Disease, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Fish practices.",171,
KAA0011,Introduction of Biosecurities and Applications in the Aquaculture Sector (UPSKILLING PP),,,,"This course offers a deep dive into Introduction of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",171,
KBA0028,Thai Basics (Oral) for Public Service Front Officers,,,,"This course offers a deep dive into Thai Basics, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Thai practices.",172,
KBA0027,Tamil Basics (Oral) for Public Service Front Officers,,,,"This course offers a deep dive into Tamil Basics, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Tamil practices.",173,
IEA0001,Acoustic studio design for broadcast,,,,"This course offers a deep dive into Acoustic studio, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Acoustic practices.",174,
IEA0012,Acoustic studio design of broadcasts,,,,"This course offers a deep dive into Acoustic studio, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Acoustic practices.",174,
